Date,Close/Last,
10/24/2023,$173.02,879
10/25/2023,$175.74,880
10/26/2023,$175.21,881
10/27/2023,$170.93,882
10/30/2023,$174.36,883
10/31/2023,$179.41,884
11/01/2023,$178.72,885
11/02/2023,$183.06,886
11/03/2023,$185.67,887
11/06/2023,$181.76,888
11/07/2023,$182.89,889
11/08/2023,$181.49,890
11/09/2023,$180.76,891
11/10/2023,$182.17,892
11/13/2023,$183.85,893
11/14/2023,$187.61,894
11/15/2023,$187.44,895
11/16/2023,$186.26,896
11/17/2023,$185.69,897
11/20/2023,$186.48,898
11/21/2023,$188.56,899
11/22/2023,$187.83,900
11/24/2023,$191.01,901
11/27/2023,$187.92,902
11/28/2023,$189.10,903
11/29/2023,$188.66,904
11/30/2023,$190.81,905
12/01/2023,$194.69,906
12/04/2023,$199.28,907
12/05/2023,$198.01,908
12/06/2023,$198.95,909
12/07/2023,$196.68,910
12/08/2023,$195.81,911
12/11/2023,$201.07,912
12/12/2023,$200.31,913
12/13/2023,$208.08,914
12/14/2023,$206.60,915
12/15/2023,$208.37,916
12/18/2023,$209.80,917
12/19/2023,$210.12,918
12/20/2023,$206.58,919
12/21/2023,$207.54,920
12/22/2023,$208.49,921
12/26/2023,$209.72,922
12/27/2023,$209.89,923
12/28/2023,$210.92,924
12/29/2023,$210.62,925
01/02/2024,$209.78,926
01/03/2024,$209.82,927
01/04/2024,$207.53,928
01/05/2024,$205.21,929
01/08/2024,$206.40,930
01/09/2024,$203.50,931
01/10/2024,$203.47,932
01/11/2024,$202.92,933
01/12/2024,$207.80,934
01/16/2024,$205.09,935
01/17/2024,$204.54,936
01/18/2024,$205.73,937
01/19/2024,$204.82,938
01/22/2024,$206.82,939
01/23/2024,$206.09,940
01/24/2024,$204.25,941
01/25/2024,$204.64,942
01/26/2024,$209.21,943
01/29/2024,$210.25,944
01/30/2024,$210.72,945
01/31/2024,$208.42,946
02/01/2024,$209.48,947
02/02/2024,$207.00,948
02/05/2024,$207.14,949
02/06/2024,$207.71,950
02/07/2024,$209.56,951
02/08/2024,$209.30,952
02/09/2024,$209.84,953
02/12/2024,$211.26,954
02/13/2024,$207.98,955
02/14/2024,$210.18,956
02/15/2024,$211.28,957
02/16/2024,$211.98,958
02/20/2024,$211.83,959
02/21/2024,$213.80,960
02/22/2024,$213.42,961
02/23/2024,$214.45,962
02/26/2024,$211.74,963
02/27/2024,$211.74,964
02/28/2024,$213.19,965
02/29/2024,$211.66,966
03/01/2024,$209.81,967
03/04/2024,$215.96,968
03/05/2024,$213.83,969
03/06/2024,$215.60,970
03/07/2024,$213.02,971
03/08/2024,$214.60,972
03/11/2024,$214.61,973
03/12/2024,$213.60,974
03/13/2024,$215.72,975
03/14/2024,$213.36,976
03/15/2024,$212.86,977
03/18/2024,$210.93,978
03/19/2024,$211.42,979
03/20/2024,$212.25,980
03/21/2024,$213.15,981
03/22/2024,$211.94,982
03/25/2024,$211.69,983
03/26/2024,$211.13,984
